流水號,候選人,序號,交易日期,交易年,收支科目,統一編號,捐贈者／支出對象,收入金額,支出金額,金錢類,地址,P,營業地址
3166,洪宗熠,1,105/01/13,105,營利事業捐贈收入,80121456,茂峰捲門五金有限公司,36000,NA,是,彰化縣埔心鄉,172,彰化縣埔心鄉埔心村15鄰員鹿路3段419巷353號
2088,李昆澤,53,104/10/07,104,營利事業捐贈收入,27213786,茂陞投資股份有限公司,500000,NA,是,高雄市鹽埕區,207,高雄市鹽埕區河濱里必忠街160號
1675,趙天麟,71,104/09/14,104,營利事業捐贈收入,86453972,茂勝企業有限公司,50000,NA,是,高雄市前鎮區,240,高雄市前鎮區草衙里后平路29號
2565,陳永福,8,104/11/30,104,營利事業捐贈收入,27383233,茂發建材有限公司,50000,NA,是,新北市新店區,NA,新北市新店區建國里中正路262巷12號2樓
5323,劉櫂豪,7,105/01/06,105,營利事業捐贈收入,93628203,茂群交通股份有限公司,10000,NA,是,臺東縣臺東巿,154,臺東縣臺東市新生里仁二街141號2樓
3040,陳文彬,63,104/10/22,104,營利事業捐贈收入,84091829,茂彰企業有限公司,50000,NA,是,彰化縣秀水鄉,190,彰化縣秀水鄉陜西村番花路374號
3041,陳文彬,22,104/12/31,104,營利事業捐贈收入,84091829,茂彰企業有限公司,80000,NA,是,彰化縣秀水鄉,189,彰化縣秀水鄉陜西村番花路374號
2079,吳育仁,5,104/09/23,104,營利事業捐贈收入,22142643,茄興股份有限公司,200000,NA,是,高雄市鹽埕區,310,高雄市鹽埕區光明里五福四路128號2樓之1
855,王定宇,111,104/09/07,104,營利事業捐贈收入,84156977,虹泰企業有限公司,50000,NA,是,桃園市平鎮區,219,桃園市平鎮區廣興里廣東路20巷14號1樓
273,管碧玲,60,104/09/10,104,營利事業捐贈收入,27224931,虹賓鋁業有限公司,10000,NA,是,高雄市仁武區,215,高雄市仁武區永仁街612號
5427,趙天麟,36,104/12/10,104,營利事業捐贈收入,22286423,衍南壓克力股份有限公司,50000,NA,是,臺南市仁德區,239,臺南市仁德區保安里開發四路37號
3090,陳素月,5,105/01/15,105,營利事業捐贈收入,93899009,貞伶清潔廣告企業社,2500,NA,是,彰化縣社頭鄉,134,彰化縣社頭鄉仁雅村仁雅巷4弄15號
187,柯建銘,51,104/09/23,104,營利事業捐贈收入,4467112,軍陽股份有限公司,300000,NA,是,臺北市中山區,NA,臺北市中山區林森北路289號9樓之1
1263,林岱樺,48,104/10/25,104,營利事業捐贈收入,85646950,迪弘生物科技股份有限公司,100000,NA,是,高雄市大寮區,223,高雄市大寮區大寮里華東路44號1樓
3242,王惠美,117,104/11/08,104,營利事業捐贈收入,89538779,迪暘有限公司,20000,NA,是,彰化縣鹿港鎮,210,彰化縣鹿港鎮頂番里015鄰鹿和路四段257巷25號
3246,王惠美,81,104/11/29,104,營利事業捐贈收入,97033718,迪豪實業有限公司,50000,NA,是,彰化縣鹿港鎮,210,彰化縣鹿港鎮頂番里埤頭巷五十一之二號
824,張肇良,54,104/11/16,104,營利事業捐贈收入,80323306,郁伍企業有限公司,20000,NA,是,桃園市中壢區,NA,桃園市中壢區過嶺里褔田路36號1樓
524,馬文君,47,104/10/14,104,營利事業捐贈收入,16690240,郁信股份有限公司,200000,NA,是,南投縣南投市,NA,南投縣南投市永豐里中華路303號
1169,顏寬恒,32,104/12/09,104,營利事業捐贈收入,75902781,郁豐營造有限公司,60000,NA,是,高雄市三民區,233,高雄市三民區哈爾濱街95號
570,黃偉哲,22,104/11/15,104,營利事業捐贈收入,53175231,重光化工股份有限公司,100000,NA,是,屏東縣內埔鄉,NA,屏東縣內埔鄉豐田村4鄰建富路1號
2917,翁壽良,5,104/12/08,104,營利事業捐贈收入,22709056,重宙企業股份有限公司,200000,NA,是,嘉義縣民雄鄉,NA,嘉義縣民雄鄉北斗村26鄰中山路42號1樓
3677,張碩文,5,104/11/12,104,營利事業捐贈收入,16205556,音象網路科技股份有限公司,100000,NA,是,臺中市西區台,145,臺中市西區民龍里臺灣大道2段239號13樓
5021,游信義,4,104/10/19,104,營利事業捐贈收入,28833497,音樂達視聽錄音有限公司,20000,NA,是,臺北市松山區,280,臺北市松山區中正里慶城街16巷6―1號
4138,謝志忠,25,104/12/15,104,營利事業捐贈收入,86990754,飛樂數位有限公司,50000,NA,是,臺中市豐原區,157,臺中市豐原區豐田里豐南街46號
5563,陳亭妃,47,104/12/30,104,營利事業捐贈收入,37556206,飛龍原香糖,10000,NA,是,臺南市玉井區,NA,臺南市玉井區玉田里新興街29號1樓
4511,陳歐珀,35,104/12/07,104,營利事業捐贈收入,26349390,食哉有味火鍋店,60000,NA,是,臺北市萬華區,161,臺北市中山區中原里民生東路2段10號1樓
4938,黃珊珊,29,104/10/01,104,營利事業捐贈收入,26374931,食將王鐵板燒小吃店,5000,NA,是,臺北市內湖區,NA,臺北市內湖區紫星里成功路3段119號1樓
2355,許智傑,24,104/12/24,104,營利事業捐贈收入,28318669,首建有限公司,3000,NA,是,新北市五股區,NA,新北市五股區興珍里15鄰四維路30巷36弄6號2樓
646,羅明才,24,104/11/20,104,營利事業捐贈收入,16189346,首相保險經紀人股份有限公司,10000,NA,是,屏東縣潮州鎮,194,屏東縣潮州鎮三星里11鄰朝昇東路131號1樓之1
4849,姚文智,27,104/12/18,104,營利事業捐贈收入,86721956,首泰建設股份有限公司,100000,NA,是,臺北市內湖區,202,臺北市內湖區西康里堤頂大道2段501號10樓
3126,黃秀芳,9,104/12/31,104,營利事業捐贈收入,53511662,首裕建設有限公司,100000,NA,是,彰化縣花壇鄉,177,彰化縣花壇鄉崙雅村花秀路153巷6弄25號
4355,黃國昌,27,104/10/11,104,營利事業捐贈收入,27765083,首鋼開發股份有限公司,50000,NA,是,臺北市大安區,NA,臺北市大安區建倫里忠孝東路4段142號12樓之8
2148,張鎔麒,16,104/12/24,104,營利事業捐贈收入,13011894,首饌食品有限公司,500000,NA,是,雲林縣斗南鎮,238,雲林縣斗南鎮西岐里文昌路254號1樓
4959,李慶元,9,104/12/03,104,營利事業捐贈收入,70840978,香林企業股份有限公司,50000,NA,是,臺北市文山區,136,臺北市文山區景行里景文街46之1號9樓及10樓
2873,陳明文,11,104/11/30,104,營利事業捐贈收入,53300934,香湖國際大飯店股份有限公司,100000,NA,是,嘉義市西區友,NA,嘉義市西區福全里友忠路559﹒561號1樓
4620,柯建銘,15,104/12/31,104,營利事業捐贈收入,53568215,香樹花園酒店股份有限公司,500000,NA,是,臺北市中山區,NA,臺北市中山區金泰里堤頂大道2段566號1至6樓
4619,柯建銘,9,105/01/08,105,營利事業捐贈收入,53568215,香樹花園酒店股份有限公司,400000,NA,是,臺北市中山區,NA,臺北市中山區金泰里堤頂大道2段566號1至6樓
1068,鄭寶清,29,104/10/01,104,營利事業捐贈收入,35900225,乘福工業有限公司,100000,NA,是,桃園市蘆竹區,184,桃園市蘆竹區長興里南崁路2段226巷18號
1061,鄭寶清,27,104/10/01,104,營利事業捐贈收入,28148399,乘瞬工業有限公司,10000,NA,是,桃園市蘆竹區,184,桃園市蘆竹區長興里8鄰南崁路2段226巷12號
1037,張肇良,34,104/12/07,104,營利事業捐贈收入,84819223,倉和股份有限公司,300000,NA,是,桃園市龜山區,NA,桃園市龜山區龍華里萬壽路1段492―16號3樓
2513,吳育昇,10,104/12/31,104,營利事業捐贈收入,24726897,倢恩科技股份有限公司,100000,NA,是,新北市林口區,NA,新北市林口區林口里新寮1之80號
5154,江惠貞,25,104/11/09,104,營利事業捐贈收入,80534695,凌揚實業股份有限公司,200000,NA,是,臺北市松山區,256,臺北市松山區新聚里基隆路一段8號16樓之1
5151,吳思瑤,36,104/11/06,104,營利事業捐贈收入,80534695,凌揚實業股份有限公司,100000,NA,是,臺北市松山區,NA,臺北市松山區新聚里基隆路一段8號16樓之1
5153,黃國書,23,104/12/25,104,營利事業捐贈收入,80534695,凌揚實業股份有限公司,100000,NA,是,臺北市松山區,226,臺北市松山區新聚里基隆路一段8號16樓之1
5152,謝志忠,77,104/10/27,104,營利事業捐贈收入,80534695,凌揚實業股份有限公司,100000,NA,是,臺北市松山區,158,臺北市松山區新聚里基隆路一段8號16樓之1
563,廖國棟,6,105/01/04,105,營利事業捐贈收入,25227948,原力藝品餐廳,200000,NA,是,南投縣魚池鄉,NA,南投縣魚池鄉魚池村魚池街560-1號
4435,吳旭智,3,104/11/12,104,營利事業捐贈收入,28923259,原弘投資股份有限公司,1000000,NA,是,臺北市和平東,284,臺北市大安區龍門里和平東路2段36巷5號4樓
4434,吳育昇,52,104/11/13,104,營利事業捐贈收入,28923259,原弘投資股份有限公司,1000000,NA,是,臺北市大安區,NA,臺北市大安區龍門里和平東路2段36巷5號4樓
5627,盧嘉辰,1,105/01/14,105,營利事業捐贈收入,28069612,原和建材股份有限公司,300000,NA,是,臺南市安南區,NA,臺南市安南區原佃里安吉路1段310號1樓
5628,蘇震清,3,105/01/07,105,營利事業捐贈收入,28069612,原和建材股份有限公司,300000,NA,是,臺南市南區原,180,臺南市安南區原佃里安吉路1段310號1樓
510,許淑華,26,104/11/06,104,營利事業捐贈收入,99922695,原昌企業,20000,NA,是,南投縣竹山鎮,139,南投縣竹山鎮桂林里1鄰加正巷1-20號
2853,瓦歷斯貝林,2,104/12/31,104,營利事業捐贈收入,28645191,原景永續規劃顧問有限公司,50000,NA,是,嘉義市西區德,302,嘉義市西區竹圍里德陽街30號7樓之1
3091,陳素月,83,104/09/16,104,營利事業捐贈收入,97023465,員田加油站有限公司,100000,NA,是,彰化縣大村鄉,135,彰化縣社頭鄉協和村山腳路4段170號
5299,姚文智,20,104/12/24,104,營利事業捐贈收入,36275072,員邦室內裝修設計股份有限公司,100000,NA,是,臺北市萬華區,202,臺北市萬華區萬壽里中華路1段90號4樓
5298,張碩文,3,104/12/31,104,營利事業捐贈收入,36275072,員邦室內裝修設計股份有限公司,100000,NA,是,臺北市萬華區,145,臺北市萬華區萬壽里中華路1段90號4樓
5297,鄭運鵬,8,104/12/31,104,營利事業捐贈收入,36275072,員邦室內裝修設計股份有限公司,50000,NA,是,臺北市萬華區,250,臺北市萬華區萬壽里中華路1段90號4樓
5296,蘇治芬,5,104/12/31,104,營利事業捐贈收入,36275072,員邦室內裝修設計股份有限公司,50000,NA,是,臺北市中華路,NA,臺北市萬華區萬壽里中華路1段90號4樓
193,邱議瑩,8,104/12/25,104,營利事業捐贈收入,4293133,員和工業股份有限公司,10000,NA,是,桃園市平鎮區,242,臺北市中山區圓山里德惠街9號6樓
3168,陳亭妃,115,104/12/07,104,營利事業捐贈收入,60293634,員林氣體股份有限公司,50000,NA,是,彰化縣埔心鄉,NA,彰化縣埔心鄉經口村柳橋西路237號
4122,謝志忠,45,104/12/05,104,營利事業捐贈收入,55974580,哲勝股份有限公司,20000,NA,是,臺中市豐原區,158,臺中市豐原區南田里南田街103號
781,呂玉玲,9,104/12/23,104,營利事業捐贈收入,53831399,哲灃科技股份有限公司,120000,NA,是,桃園市中壢區,150,桃園市中壢區內定里合定路25號
2548,吳育昇,29,104/12/18,104,營利事業捐贈收入,16720238,唐家鎮貿易有限公司,10000,NA,是,新北市淡水區,NA,新北市淡水區興仁路106巷6弄17號
3969,何欣純,3,105/01/15,105,營利事業捐贈收入,24823461,唐駿金屬科技有限公司,30000,NA,是,臺中市神岡區,205,臺中市神岡區北庄里中山路1000號
2457,許智傑,50,104/11/25,104,營利事業捐贈收入,24735002,唐璽建設股份有限公司,200000,NA,是,新北市板橋區,NA,新北市板橋區海山里民生路一段33號14樓之2
3835,蘇震清,28,104/12/03,104,營利事業捐贈收入,28947560,唐鑫有限公司,250000,NA,是,臺中市西屯區,180,臺中市西屯區福雅里6鄰福雅路166號14樓之3
545,馬文君,11,104/12/31,104,營利事業捐贈收入,78106205,埔里農產企業社,20000,NA,是,南投縣埔里鎮,NA,南投縣埔里鎮蜈蚣里中山路1段178-2號
4672,陳根德,11,105/01/01,105,營利事業捐贈收入,27438151,堉舜國際文化事業股份有限公司,500000,NA,是,桃園市中壢區,NA,臺北市中山區康樂里南京東路1段25號6樓之3
5465,陳亭妃,20,105/01/04,105,營利事業捐贈收入,69555638,夏林電子有限公司,10000,NA,是,臺南市北區海,NA,臺南市北區和順里海安路3段135巷45號1樓
5773,王定宇,18,105/01/05,105,營利事業捐贈收入,84969382,家成興企業有限公司,50000,NA,是,臺南市歸仁區,221,臺南市歸仁區後市里9鄰大順六街36號1樓
4791,高志鵬,30,104/11/25,104,營利事業捐贈收入,14020822,家邦投資股份有限公司,50000,NA,是,臺北市中正區,NA,臺北市中正區黎明里忠孝西路1段66號31樓
4097,謝志忠,27,104/12/14,104,營利事業捐贈收入,28058024,家享有限公司,30000,NA,是,臺中市豐原區,157,臺中市豐原區朴子里1鄰萬順二街17號1樓
3765,林滄敏,25,104/12/15,104,營利事業捐贈收入,53796576,家肯環保科技有限公司,100000,NA,是,臺中市西屯區,NA,臺中市西屯區協和里工業區一路98-130號3樓
5478,王定宇,69,104/11/15,104,營利事業捐贈收入,70589143,家信國際企業有限公司,10000,NA,是,臺南市永康區,220,臺南市永康區大橋里5鄰大橋一街103巷192號1樓
2259,陳亭妃,80,104/12/21,104,營利事業捐贈收入,16406379,家登精密工業股份有限公司,50000,NA,是,新北市土城區,NA,新北市土城區頂埔里中央路四段2號9樓之5
2260,葉宜津,11,104/12/25,104,營利事業捐贈收入,16406379,家登精密工業股份有限公司,100000,NA,是,新北市土城區,171,新北市土城區頂埔里中央路四段2號9樓之5
3662,許淑華,2,105/01/07,105,營利事業捐贈收入,22214293,家會香食品股份有限公司,200000,NA,是,南投縣南投市,139,臺中市西區公正里大進街114號1樓
5029,林郁方,15,104/12/21,104,營利事業捐贈收入,84704897,家瑞建設股份有限公司,500000,NA,是,臺北市松山區,NA,臺北市松山區中華里敦化北路167號17樓
5030,林德福,18,104/12/21,104,營利事業捐贈收入,84704897,家瑞建設股份有限公司,500000,NA,是,臺北市松山區,183,臺北市松山區中華里敦化北路167號17樓
5031,柯建銘,35,104/12/18,104,營利事業捐贈收入,84704897,家瑞建設股份有限公司,1000000,NA,是,臺北市敦化北,NA,臺北市松山區中華里敦化北路167號17樓
5028,陳學聖,2,105/01/15,105,營利事業捐贈收入,84704897,家瑞建設股份有限公司,50000,NA,是,臺北市信義區,229,臺北市松山區中華里敦化北路167號17樓
3169,王惠美,10,105/01/08,105,營利事業捐贈收入,25031965,家誠股份有限公司,120000,NA,是,彰化縣大村鄉,212,彰化縣埔心鄉舊舘村11鄰新舘路686巷29號
4158,吳思瑤,9,104/12/21,104,營利事業捐贈收入,99029922,家赫藥局,30000,NA,是,臺北市士林區,NA,臺北市士林區忠義街80號1樓
2705,黃志雄,29,104/11/09,104,營利事業捐贈收入,37895368,宸昕精密企業社,5000,NA,是,新北市樹林區,249,新北市樹林區東山里東興街25號
294,陳賴素美,45,104/09/24,104,營利事業捐贈收入,67734880,宸新有機實業,20000,NA,是,桃園市新屋區,166,桃園市大溪區仁和里18鄰員林路1段123號2樓
2257,吳秉叡,61,104/09/29,104,營利事業捐贈收入,28949265,宸福工程有限公司,100000,NA,是,新北市土城區,NA,新北市土城區清水里青雲路295巷16弄7號5樓
792,吳宜臻,5,104/12/15,104,營利事業捐贈收入,25151546,宸豪企業有限公司,100000,NA,是,桃園市龍潭區,NA,桃園市中壢區至善里龍和一街186號3樓
4888,姚文智,3,105/01/13,105,營利事業捐贈收入,53110076,宸寶建設股份有限公司,100000,NA,是,臺北市內湖區,202,臺北市內湖區港墘里瑞光路288號9樓
1696,劉世芳,49,104/09/10,104,營利事業捐贈收入,86051273,展右企業有限公司,20000,NA,是,高雄市前鎮區,198,高雄市前鎮區興邦里鎮興路168號3樓
3131,洪宗熠,27,104/11/07,104,營利事業捐贈收入,86788668,展用預拌混凝土股份有限公司,100000,NA,是,彰化縣芳苑鄉,172,彰化縣芳苑鄉後寮村工區七路20號
1356,劉世芳,59,104/08/10,104,營利事業捐贈收入,80457108,展固油漆工程有限公司,300000,NA,是,高雄市烏松區,198,高雄市仁武區考潭里2鄰綠園新村147號
734,吳宜臻,15,104/09/16,104,營利事業捐贈收入,25223942,展冠土木包工業,50000,NA,是,苗栗縣頭份鎮,NA,苗栗縣頭份市建國里12鄰建國路122巷21號5樓
1148,李昆澤,39,104/11/16,104,營利事業捐贈收入,29000520,展運投資有限公司,400000,NA,是,高雄市三民九,208,高雄市三民區同德里九如二路13巷40號
1149,邱議瑩,31,104/11/13,104,營利事業捐贈收入,29000520,展運投資有限公司,400000,NA,是,高雄市三民區,242,高雄市三民區同德里九如二路13巷40號
1150,許智傑,62,104/11/13,104,營利事業捐贈收入,29000520,展運投資有限公司,600000,NA,是,高雄市三民區,NA,高雄市三民區同德里九如二路13巷40號
1151,趙天麟,42,104/11/26,104,營利事業捐贈收入,29000520,展運投資有限公司,600000,NA,是,高雄市三民區,240,高雄市三民區同德里九如二路13巷40號
5409,王定宇,24,104/12/30,104,營利事業捐贈收入,23264904,展維鋁業股份有限公司,300000,NA,是,臺南市仁德區,221,臺南市仁德區仁義里1鄰義林路148巷45號
1482,許智傑,72,104/10/7,104,營利事業捐贈收入,70711480,展億環保科技有限公司,50000,NA,是,高雄市岡山區,NA,高雄市永安區保寧里保興二路200號1樓
1483,劉世芳,68,104/07/23,104,營利事業捐贈收入,70711480,展億環保科技有限公司,200000,NA,是,高雄市岡山區,198,高雄市永安區保寧里保興二路200號1樓
1484,劉世芳,23,104/11/18,104,營利事業捐贈收入,70711480,展億環保科技有限公司,300000,NA,是,高雄市岡山區,199,高雄市永安區保寧里保興二路200號1樓
624,鍾佳濱,35,104/11/12,104,營利事業捐贈收入,83834979,展輝企業社,5850,NA,是,屏東縣屏東巿,254,屏東縣屏東市龍華里龍華路29巷66號1樓
1994,陳明文,29,104/10/03,104,營利事業捐贈收入,82109859,展譽造船有限公司,50000,NA,是,高雄市旗津區,NA,高雄市旗津區北汕里中洲三路34號
5602,陳亭妃,67,104/12/25,104,營利事業捐贈收入,23390212,峪豐機械工業股份有限公司,60000,NA,是,臺南市安南區,NA,臺南市安南區布袋里工明南三路160號
1027,鄭寶清,14,104/12/14,104,營利事業捐贈收入,86761534,峮寶電子有限公司,5000,NA,是,桃園市龜山區,184,桃園市龜山區南上里民生北路一段2巷6弄3號
5447,陳亭妃,48,104/12/30,104,營利事業捐贈收入,23721450,峯承實業有限公司,20000,NA,是,臺南市北區文,NA,臺南市北區文元里文賢路1122巷92弄4號1樓
5489,王定宇,13,105/01/07,105,營利事業捐贈收入,24406769,峰錡企業有限公司,20000,NA,是,臺南市永康區,221,臺南市永康區永康里39鄰永大路2段641號1樓
5491,王定宇,14,105/01/07,105,營利事業捐贈收入,24406769,峰錡企業有限公司,100000,NA,是,臺南市永康區,221,臺南市永康區永康里39鄰永大路2段641號1樓
5490,陳亭妃,17,105/01/05,105,營利事業捐贈收入,24406769,峰錡企業有限公司,100000,NA,是,臺南市永康區,NA,臺南市永康區永康里39鄰永大路2段641號1樓
3082,王惠美,97,104/11/18,104,營利事業捐贈收入,84171007,峻侑工業有限公司,100000,NA,是,嘉犁里鎮東路,210,彰化縣和美鎮嘉犁里鎮東路63號1樓
784,吳秉叡,89,104/07/30,104,營利事業捐贈收入,53876450,峻韋投資有限公司,300000,NA,是,桃園市中壢區,NA,桃園市中壢區內壢里成功路156巷40號
3364,王惠美,102,104/11/17,104,營利事業捐贈收入,96867022,峻揚工業有限公司,100000,NA,是,廈粘村管厝街,210,彰化縣福興鄉廈粘村管厝街1―52號
2841,柯建銘,47,104/11/16,104,營利事業捐贈收入,27873415,峻源股份有限公司,100000,NA,是,新竹縣關西鎮,NA,新竹縣關西鎮南新里9鄰新城1―1號
111,黃秀芳,56,104/10/28,104,營利事業捐贈收入,5912907,峻義工業有限公司,20000,NA,是,彰化縣花壇鄉,178,彰化縣花壇鄉長沙村025鄰中正東街83巷13號2樓
1610,莊啟旺,23,104/11/27,104,營利事業捐贈收入,16126574,恩麥奇國際貿易股份有限公司,500000,NA,是,高雄市前金區,160,高雄市前金區青山里中正四路151號6樓之4
1609,莊啟旺,15,104/12/08,104,營利事業捐贈收入,16126574,恩麥奇國際貿易股份有限公司,500000,NA,是,高雄市前金區,160,高雄市前金區青山里中正四路151號6樓之4
5462,王定宇,115,104/08/31,104,營利事業捐贈收入,80241706,悅柔生物科技股份有限公司,10000,NA,是,臺北市中正區,219,臺南市北區和順里西門路3段159號6樓
5464,邱顯智,16,104/10/12,104,營利事業捐贈收入,80241706,悅柔生物科技股份有限公司,321570,NA,是,臺北市中正區,318,臺南市北區和順里西門路3段159號6樓
5463,邱顯智,13,104/10/26,104,營利事業捐贈收入,80241706,悅柔生物科技股份有限公司,142351,NA,是,臺北市中正區,318,臺南市北區和順里西門路3段159號6樓
5461,陳亭妃,154,104/08/31,104,營利事業捐贈收入,80241706,悅柔生物科技股份有限公司,10000,NA,是,臺北市中正區,NA,臺南市北區和順里西門路3段159號6樓
3882,柯劭臻,1,104/09/20,104,營利事業捐贈收入,28364136,悅翔數位印刷有限公司,20000,NA,是,臺中市南區忠,314,臺中市南區平和里忠明南路1183號1樓
2171,邱議瑩,14,104/12/25,104,營利事業捐贈收入,80637952,悍祥有限公司,10000,NA,是,臺中市南屯區,242,雲林縣麥寮鄉施厝村221號之4
723,徐志榮,1,105/01/06,105,營利事業捐贈收入,86335639,振邦工業股份有限公司,300000,NA,是,苗栗縣銅鑼鄉,NA,苗栗縣銅鑼鄉中平村孝興街2號
3066,黃秀芳,51,104/11/04,104,營利事業捐贈收入,92810386,振坤行,6000,NA,是,彰化縣和美鎮,178,彰化縣和美鎮和東里忠勇路30巷29號
5459,管碧玲,127,104/07/21,104,營利事業捐贈收入,84960973,振奇有限公司,30000,NA,是,臺南市北區育,213,臺南市北區成德里育德路576號1樓
1293,邱議瑩,39,104/10/19,104,營利事業捐贈收入,97057062,振益石業有限公司,20000,NA,是,高雄市大樹區,242,高雄市大樹區九曲里九曲路北極巷60號1樓
1756,管碧玲,124,104/07/23,104,營利事業捐贈收入,85778902,振勝營造有限公司,20000,NA,是,高雄市苓雅區,213,高雄市苓雅區林南里光華一路148―28號2樓
2206,李乾龍,10,104/12/16,104,營利事業捐贈收入,35320697,振發實業股份有限公司,1000000,NA,是,新北市三重區,NA,新北市三重區光復路2段25號
3996,謝志忠,44,104/12/06,104,營利事業捐贈收入,53296657,振順科技企業有限公司,10000,NA,是,臺中市神岡區,158,臺中市神岡區豐洲里豐工路663巷41號
3750,張廖萬堅,44,104/11/30,104,營利事業捐贈收入,86654942,振福源企業有限公司,30000,NA,是,臺中市西屯區,NA,臺中市西屯區何安里四川路106號1樓
3780,張廖萬堅,63,104/09/25,104,營利事業捐贈收入,15999190,振鋒企業股份有限公司,100000,NA,是,臺中市西屯區,NA,臺中市西屯區協和里工業區三三路39號
4115,謝志忠,76,104/11/05,104,營利事業捐贈收入,55912059,振蕭機械工業有限公司,100000,NA,是,臺中市神岡區,158,臺中市豐原區東湳里三豐路2段72巷6號
925,鄭寶清,4,104/12/29,104,營利事業捐贈收入,43244477,振豐電子企業股份有限公司,100000,NA,是,桃園市桃園區,184,桃園市桃園區龍祥里3鄰中山路1308-3號
4623,盧秀燕,41,104/11/30,104,營利事業捐贈收入,16107963,時代贏家投資股份有限公司,500000,NA,是,臺北市大安區,NA,臺北市中山區金泰里樂群二路267號8樓之1
3461,葉春幸,6,104/12/01,104,營利事業捐贈收入,16672854,時新國際有限公司,10000,NA,是,臺中市南屯區,NA,臺中市大里區東興里010鄰來興街51號1樓
3759,黃國書,47,104/11/17,104,營利事業捐贈收入,54266224,晉廷投資有限公司,100000,NA,是,臺中市西屯區,225,臺中市西屯區何南里東興路3段381號7樓之2
3758,黃國書,46,104/11/18,104,營利事業捐贈收入,54266224,晉廷投資有限公司,100000,NA,是,臺中市西屯區,225,臺中市西屯區何南里東興路3段381號7樓之2
3829,黃國書,30,104/12/14,104,營利事業捐贈收入,86242288,晉城投資股份有限公司,200000,NA,是,臺中市西屯區,226,臺中市西屯區福和里015鄰臺灣大道4段839號6樓
760,陳雙全,6,104/11/05,104,營利事業捐贈收入,12390496,晉倫科技股份有限公司,100000,NA,是,桃園市大園區,144,桃園市大園區南港里11鄰許厝港29之45號
5585,王定宇,31,104/12/28,104,營利事業捐贈收入,54070848,晉傣豐建設開發股份有限公司,50000,NA,是,臺南市安定區,221,臺南市安定區中沙里1鄰中崙74號
113,杜文卿,7,104/10/05,104,營利事業捐贈收入,5923340,晉雅堂,10000,NA,是,彰化縣鹿港光,270,彰化縣鹿港鎮頂厝里17鄰光明街30號
3222,陳文彬,39,104/12/23,104,營利事業捐贈收入,30826319,晉椿工業股份有限公司,50000,NA,是,彰化縣鹿港鎮,189,彰化縣鹿港鎮海埔里鹿工路24號
3223,管碧玲,50,104/10/29,104,營利事業捐贈收入,30826319,晉椿工業股份有限公司,200000,NA,是,彰化縣鹿港鎮,215,彰化縣鹿港鎮海埔里鹿工路24號
4596,陳茂嘉,1,105/01/08,105,營利事業捐贈收入,13135656,晉楊實業有限公司,100000,NA,是,臺北市中山區,NA,臺北市中山區行孝里建國北路3段87號
323,李志鏞,16,104/10/27,104,營利事業捐贈收入,16668818,晌暘企業有限公司,90000,NA,是,宜蘭縣礁溪鄉,175,宜蘭縣礁溪鄉大忠村13鄰化龍街55號
1541,李昆澤,73,104/08/27,104,營利事業捐贈收入,28610545,晟采設計有限公司,20000,NA,是,高雄市岡山區,207,高雄市岡山區竹圍里竹圍中街78號2樓之6
5575,陳亭妃,65,104/12/25,104,營利事業捐贈收入,86978858,晟信人力仲介股份有限公司,20000,NA,是,臺南市安平區,NA,臺南市安平區怡平里建平十二街148巷12號、14號1樓
548,馬文君,50,104/09/08,104,營利事業捐贈收入,16650346,晟派工程有限公司,20000,NA,是,南投縣草屯鎮,NA,南投縣草屯鎮山腳里17鄰民生一街62巷19號1樓
1030,吳育昇,20,104/12/25,104,營利事業捐贈收入,54516356,晟裕科技股份有限公司,300000,NA,是,桃園市龜山區,NA,桃園市龜山區迴龍里萬壽路1段161號18樓之1
2977,陳素月,48,104/12/07,104,營利事業捐贈收入,53796626,晟豐機械有限公司,20000,NA,是,彰化縣大村鄉,134,彰化縣大村鄉美港村美港橫巷臨13-52號
3623,洪慈庸,56,104/10/05,104,營利事業捐贈收入,86395875,書立得文化事業股份有限公司,50000,NA,是,臺中市北屯區,253,臺中市北屯區和平里祥順路二段389號
2223,林淑芬,19,104/10/23,104,營利事業捐贈收入,24696514,根本投資股份有限公司,70000,NA,是,新北市三重區,176,新北市三重區頂崁里光復路2段87巷2之1號
4086,謝志忠,62,104/11/30,104,營利事業捐贈收入,84694814,格愛陞有限公司,50000,NA,是,臺中市豐原區,158,臺中市豐原區中陽里惠陽街91號
5559,陳亭妃,1,105/01/15,105,營利事業捐贈收入,27843709,桂田酒店股份有限公司,100000,NA,是,臺南市永康區,NA,臺南市永康區𥂁行里永安一街99號
5740,陳亭妃,10,105/01/12,105,營利事業捐贈收入,70724767,桂田營造股份有限公司,100000,NA,是,臺南市新市區,NA,臺南市新市區大社里24鄰大社875-1號
5739,陳亭妃,7,105/01/13,105,營利事業捐贈收入,70724767,桂田營造股份有限公司,100000,NA,是,臺南市新市區,NA,臺南市新市區大社里24鄰大社875-1號
5738,陳亭妃,2,105/01/15,105,營利事業捐贈收入,70724767,桂田營造股份有限公司,100000,NA,是,臺南市新市區,NA,臺南市新市區大社里24鄰大社875-1號
1300,管碧玲,98,104/08/06,104,營利事業捐贈收入,89760355,桂宏加油站股份有限公司,10000,NA,是,高雄市小港區,214,高雄市小港區小港里小港路75號
